estatus,id,Fecha
0,1,8/9/2023 11:00:41
0,2,8/9/2023 11:00:41
0,3,8/9/2023 11:00:41
0,4,8/9/2023 11:00:41
0,5,8/9/2023 11:00:41
1,6,8/9/2023 11:00:41
0,7,8/9/2023 11:00:41
1,8,8/9/2023 11:00:41
0,9,8/9/2023 11:00:41
0,10,8/9/2023 11:00:41
0,11,8/9/2023 11:00:41
1,12,8/9/2023 11:00:41
1,13,8/9/2023 11:00:41
1,14,8/9/2023 11:00:41
1,15,8/9/2023 11:00:41
1,16,8/9/2023 11:00:41
1,17,8/9/2023 11:00:41
1,18,8/9/2023 11:00:41
1,19,8/9/2023 11:00:41
1,20,8/9/2023 11:00:41
1,21,8/9/2023 11:00:41
1,22,8/9/2023 11:00:41
1,23,8/9/2023 11:00:41
1,24,8/9/2023 11:00:41
1,25,8/9/2023 11:00:41
1,26,8/9/2023 11:00:41
1,27,8/9/2023 11:00:41
1,28,8/9/2023 11:00:41
1,29,8/9/2023 11:00:41
1,30,8/9/2023 11:00:41
1,31,8/9/2023 11:00:41
1,32,8/9/2023 11:00:41
1,33,8/9/2023 11:00:41
1,34,8/9/2023 11:00:41
1,35,8/9/2023 11:00:41
0,36,8/9/2023 11:00:41
0,37,8/9/2023 11:00:41
0,38,8/9/2023 11:00:41
1,39,8/9/2023 11:00:41
