estatus,id,Fechas
2,1,6/9/2023 16:00:17
1,2,6/9/2023 16:00:17
1,3,6/9/2023 16:00:17
2,4,6/9/2023 16:00:17
1,5,6/9/2023 16:00:17
2,6,6/9/2023 16:00:17
2,7,6/9/2023 16:00:17
0,8,6/9/2023 16:00:17
1,9,6/9/2023 16:00:17
0,10,6/9/2023 16:00:17
2,11,6/9/2023 16:00:17
0,12,6/9/2023 16:00:17
2,13,6/9/2023 16:00:17
0,14,6/9/2023 16:00:17
0,15,6/9/2023 16:00:17
0,16,6/9/2023 16:00:17
2,17,6/9/2023 16:00:17
1,18,6/9/2023 16:00:17
