estatus,id,Fechas
2,1,22/9/2023 12:01:08
1,2,22/9/2023 12:01:08
0,3,22/9/2023 12:01:08
2,4,22/9/2023 12:01:08
1,5,22/9/2023 12:01:08
2,6,22/9/2023 12:01:08
2,7,22/9/2023 12:01:08
1,8,22/9/2023 12:01:08
1,9,22/9/2023 12:01:08
1,10,22/9/2023 12:01:08
2,11,22/9/2023 12:01:08
1,12,22/9/2023 12:01:08
2,13,22/9/2023 12:01:08
1,14,22/9/2023 12:01:08
1,15,22/9/2023 12:01:08
1,16,22/9/2023 12:01:08
2,17,22/9/2023 12:01:08
1,18,22/9/2023 12:01:08
