estatus,id,Fechas
1,1,6/9/2023 8:45:19
1,2,6/9/2023 8:45:19
2,3,6/9/2023 8:45:19
0,4,6/9/2023 8:45:19
2,5,6/9/2023 8:45:19
1,6,6/9/2023 8:45:19
0,7,6/9/2023 8:45:19
0,8,6/9/2023 8:45:19
1,9,6/9/2023 8:45:19
0,10,6/9/2023 8:45:19
0,11,6/9/2023 8:45:19
0,12,6/9/2023 8:45:19
1,13,6/9/2023 8:45:19
0,14,6/9/2023 8:45:19
0,15,6/9/2023 8:45:19
1,16,6/9/2023 8:45:19
1,17,6/9/2023 8:45:19
1,18,6/9/2023 8:45:19
