estatus,id,Fechas
2,1,7/9/2023 9:45:18
1,2,7/9/2023 9:45:18
1,3,7/9/2023 9:45:18
2,4,7/9/2023 9:45:18
1,5,7/9/2023 9:45:18
2,6,7/9/2023 9:45:18
2,7,7/9/2023 9:45:18
1,8,7/9/2023 9:45:18
1,9,7/9/2023 9:45:18
0,10,7/9/2023 9:45:18
2,11,7/9/2023 9:45:18
0,12,7/9/2023 9:45:18
2,13,7/9/2023 9:45:18
0,14,7/9/2023 9:45:18
0,15,7/9/2023 9:45:18
1,16,7/9/2023 9:45:18
2,17,7/9/2023 9:45:18
1,18,7/9/2023 9:45:18
